,last_price,adv_usd,n_days,missing,eligible,name,sector,tier
ULTA,512.8300170898438,327324445.1660156,1255,0.0,True,Ulta Beauty,Consumer Discretionary,large
PAYX,116.83999633789062,325839735.370636,1255,0.0,True,Paychex,Industrials,large
ROK,480.0799865722656,324780889.7277832,1255,0.0,True,Rockwell Automation,Industrials,large
MP,41.369998931884766,323807118.63975525,1255,0.0,True,MP Materials,Materials,mid
HUBB,472.54998779296875,323653802.0321045,1255,0.0,True,Hubbell Incorporated,Industrials,large
PINS,24.010000228881836,322084369.0624237,1255,0.0,True,Pinterest,Communication Services,mid
KHC,25.850000381469727,321994641.06235504,1255,0.0,True,Kraft Heinz,Consumer Staples,large
ALB,117.63999938964844,320196019.9890137,1255,0.0,True,Albemarle Corporation,Materials,large
CLSK,13.760000228881836,319344241.8241501,1255,0.0,True,"CleanSpark, Inc.",Information Technology,small
NVT,153.8300018310547,318574321.08154297,1255,0.0,True,nVent Electric plc,Industrials,mid
NDAQ,94.19000244140625,315405156.86187744,1255,0.0,True,"Nasdaq, Inc.",Financials,large
RMBS,91.02999877929688,314108578.44085693,1255,0.0,True,Rambus,Information Technology,mid
VMC,268.57000732421875,311949049.74975586,1255,0.0,True,Vulcan Materials Company,Materials,large
CPRT,29.1200008392334,311916132.15999603,1255,0.0,True,Copart,Industrials,large
CNC,62.220001220703125,311874904.40979004,1255,0.0,True,Centene Corporation,Health Care,large
OKE,90.80999755859375,309350299.3865967,1255,0.0,True,Oneok,Energy,large
CTVA,78.70999908447266,307966724.8779297,1255,0.0,True,Corteva,Materials,large
GEHC,68.0199966430664,307259543.5764313,908,0.0,True,GE HealthCare,Health Care,large
WAT,377.30999755859375,306590557.3272705,1255,0.0,True,Waters Corporation,Health Care,large
PPL,35.209999084472656,306153890.81954956,1255,0.0,True,PPL Corporation,Utilities,large
LYB,62.08000183105469,305415658.78829956,1255,0.0,True,LyondellBasell,Materials,large
MLM,525.1400146484375,304973403.64990234,1255,0.0,True,Martin Marietta Materials,Materials,large
TOST,32.27000045776367,303173988.03253174,1219,0.0,True,"Toast, Inc.",Financials,mid
EME,797.4299926757812,302590970.703125,1255,0.0,True,Emcor,Industrials,large
EXE,94.02999877929688,300773081.9091797,1255,0.0,True,Expand Energy,Energy,large
AA,45.2599983215332,300416886.3632202,1255,0.0,True,Alcoa,Materials,mid
TRGP,270.3699951171875,299318355.8166504,1255,0.0,True,Targa Resources,Energy,large
CF,125.19000244140625,298853289.1845703,1255,0.0,True,CF Industries,Materials,large
ENPH,37.540000915527344,297179077.6824951,1255,0.0,True,Enphase Energy,Information Technology,small
CFG,71.6500015258789,297085889.9120331,1255,0.0,True,Citizens Financial Group,Financials,large
MET,96.12999725341797,296737321.497345,1255,0.0,True,MetLife,Financials,large
NXT,89.87000274658203,296126002.38952637,871,0.0,True,Nextpower,Industrials,mid
ILMN,205.10000610351562,296058449.42626953,1255,0.0,True,"Illumina, Inc.",Health Care,mid
KMI,32.18000030517578,295890525.0,1255,0.0,True,Kinder Morgan,Energy,large
RF,30.950000762939453,294385956.6040039,1255,0.0,True,Regions Financial Corporation,Financials,large
STZ,130.22999572753906,289508426.98516846,1255,0.0,True,Constellation Brands,Consumer Staples,large
VSH,34.220001220703125,289049357.106781,1255,0.0,True,Vishay Intertechnology,Information Technology,small
A,138.3699951171875,286760003.3569336,1255,0.0,True,Agilent Technologies,Health Care,large
ARES,128.08999633789062,286375701.6357422,1255,0.0,True,Ares Management,Financials,large
KNX,69.52999877929688,286277113.13934326,1255,0.0,True,Knight-Swift,Industrials,mid
AMP,545.8400268554688,284729143.46313477,1255,0.0,True,Ameriprise Financial,Financials,large
SRE,88.55000305175781,284357302.8717041,1255,0.0,True,Sempra,Utilities,large
IR,83.37999725341797,283443975.0,1255,0.0,True,Ingersoll Rand,Industrials,large
PSA,324.1700134277344,282927736.138916,1255,0.0,True,Public Storage,Real Estate,large
IQV,235.02000427246094,280256751.2496948,1255,0.0,True,IQVIA,Health Care,large
LSCC,124.2699966430664,279302266.03393555,1255,0.0,True,Lattice Semiconductor,Information Technology,mid
STLD,251.25999450683594,278848122.1191406,1255,0.0,True,Steel Dynamics,Materials,large
RMD,210.97999572753906,277008269.7753906,1255,0.0,True,ResMed,Health Care,large
LUV,44.970001220703125,276092529.0687561,1255,0.0,True,Southwest Airlines,Industrials,large
ATI,187.44000244140625,275403774.3759155,1255,0.0,True,ATI Inc.,Industrials,mid
BBY,86.26000213623047,275163921.836853,1255,0.0,True,Best Buy,Consumer Discretionary,large
PCG,17.3799991607666,274504885.66799164,1255,0.0,True,PG&E Corporation,Utilities,large
EFX,172.6199951171875,273182786.8652344,1255,0.0,True,Equifax,Industrials,large
ADM,79.2699966430664,272593367.1737671,1255,0.0,True,Archer Daniels Midland,Consumer Staples,large
TLN,334.1000061035156,271630842.43774414,793,0.0,True,Talen Energy,Utilities,mid
AEIS,289.5199890136719,269630835.1654053,1255,0.0,True,Advanced Energy,Information Technology,mid
CBRE,146.80999755859375,268779743.53027344,1255,0.0,True,CBRE Group,Real Estate,large
CHRW,147.72999572753906,268084950.0,1255,0.0,True,C.H. Robinson,Industrials,large
DPZ,347.44000244140625,264689371.64001465,1255,0.0,True,Domino's,Consumer Discretionary,large
FTI,71.66000366210938,264217034.17739868,1255,0.0,True,TechnipFMC,Energy,mid
OMC,78.69999694824219,262198023.76937866,1255,0.0,True,Omnicom Group,Communication Services,large
AIG,78.58000183105469,261695025.02746582,1255,0.0,True,American International Group,Financials,large
AME,241.7100067138672,261275391.86401367,1255,0.0,True,Ametek,Industrials,large
EL,83.9000015258789,261118055.47332764,1255,0.0,True,Estée Lauder Companies (The),Consumer Staples,large
OTIS,71.94999694824219,260924099.9633789,1255,0.0,True,Otis Worldwide,Industrials,large
VIAV,36.95000076293945,260138364.52407837,1255,0.0,True,Viavi Solutions,Information Technology,mid
CELH,29.209999084472656,257736229.7264099,1255,0.0,True,Celsius Holdings,Consumer Staples,mid
SYF,75.79000091552734,256860000.0,1255,0.0,True,Synchrony Financial,Financials,large
FIS,44.77000045776367,255325520.52078247,1255,0.0,True,Fidelity National Information Services,Financials,large
GPN,84.08000183105469,255180261.50512695,1255,0.0,True,Global Payments,Financials,large
XPO,200.97000122070312,255175004.1809082,1255,0.0,True,"XPO, Inc.",Industrials,mid
CNP,42.040000915527344,255056231.19277954,1255,0.0,True,CenterPoint Energy,Utilities,large
WWD,360.75,255028762.80517578,1255,0.0,True,"Woodward, Inc.",Industrials,mid
SYY,85.23999786376953,252494214.5324707,1255,0.0,True,Sysco,Consumer Staples,large
AFL,127.4800033569336,252272720.942688,1255,0.0,True,Aflac,Financials,large
DRI,203.5800018310547,251444100.7461548,1255,0.0,True,Darden Restaurants,Consumer Discretionary,large
JBHT,271.75,251150694.3206787,1255,0.0,True,J.B. Hunt,Industrials,large
DKS,195.91000366210938,249855417.3980713,1255,0.0,True,Dick's Sporting Goods,Consumer Discretionary,mid
AWK,134.1699981689453,249842206.82373047,1255,0.0,True,American Water Works,Utilities,large
THC,254.77999877929688,249112198.40698242,1255,0.0,True,Tenet Health,Health Care,mid
KEY,22.59000015258789,245625686.17916107,1255,0.0,True,KeyCorp,Financials,large
CDW,147.80999755859375,245124116.4855957,1255,0.0,True,CDW Corporation,Information Technology,large
WST,340.9599914550781,244072936.52954102,1255,0.0,True,West Pharmaceutical Services,Health Care,large
ED,108.8499984741211,242923376.04904175,1255,0.0,True,Consolidated Edison,Utilities,large
TKO,181.80999755859375,241844407.13653564,1255,0.0,True,TKO Group Holdings,Communication Services,large
USFD,100.58999633789062,240301256.89086914,1255,0.0,True,US Foods,Consumer Staples,mid
MTB,246.2899932861328,238943978.73382568,1255,0.0,True,M&T Bank,Financials,large
CMS,71.98999786376953,236321829.9812317,1255,0.0,True,CMS Energy,Utilities,large
PEG,76.68000030517578,233066170.25299072,1255,0.0,True,Public Service Enterprise Group,Utilities,large
MTD,1416.300048828125,231907923.41308594,1255,0.0,True,Mettler Toledo,Health Care,large
ATO,172.77999877929688,231857401.08032227,1255,0.0,True,Atmos Energy,Utilities,large
RL,380.3399963378906,231786954.7668457,1255,0.0,True,Ralph Lauren Corporation,Consumer Discretionary,large
UTHR,517.7100219726562,231225600.3173828,1255,0.0,True,United Therapeutics,Health Care,mid
CLX,95.52999877929688,230759257.5805664,1255,0.0,True,Clorox,Consumer Staples,large
CAVA,65.2300033569336,230275071.45080566,784,0.0,True,Cava Group,Consumer Discretionary,mid
FFIV,402.57000732421875,230256696.58203125,1255,0.0,True,"F5, Inc.",Information Technology,large
WBS,77.22000122070312,229751885.41488647,1255,0.0,True,Webster Bank,Financials,mid
FIVE,217.1300048828125,229615007.23266602,1255,0.0,True,Five Below,Consumer Discretionary,mid
WEC,109.41999816894531,229488406.91070557,1255,0.0,True,WEC Energy Group,Utilities,large
FOXA,58.22999954223633,223469269.24324036,1255,0.0,True,Fox Corporation (Class A),Communication Services,large
BURL,368.4800109863281,222210036.7614746,1255,0.0,True,Burlington Stores,Consumer Discretionary,mid
PODD,165.35000610351562,219567728.2180786,1255,0.0,True,Insulet Corporation,Health Care,large
WSM,228.66000366210938,219472053.84521484,1255,0.0,True,"Williams-Sonoma, Inc.",Consumer Discretionary,large
ZBRA,293.82000732421875,219255491.5649414,1255,0.0,True,Zebra Technologies,Information Technology,large
WAB,290.8599853515625,218889204.78515625,1255,0.0,True,Wabtec,Industrials,large
HIG,141.91000366210938,218397686.71875,1255,0.0,True,Hartford (The),Financials,large
CSGP,28.760000228881836,217953934.85183716,1255,0.0,True,CoStar Group,Real Estate,large
VICI,26.350000381469727,217765215.5725479,1255,0.0,True,Vici Properties,Real Estate,large
WCC,343.489990234375,217605839.9963379,1255,0.0,True,WESCO International,Industrials,mid
LEN,82.3499984741211,216927073.38562012,1255,0.0,True,Lennar,Consumer Discretionary,large
GNRC,197.11000061035156,216635518.10913086,1255,0.0,True,Generac,Industrials,large
VRSN,290.0199890136719,216361980.80444336,1255,0.0,True,Verisign,Information Technology,large
PHM,126.47000122070312,215445507.12890625,1255,0.0,True,PulteGroup,Consumer Discretionary,large
XYL,116.97000122070312,215213897.83935547,1255,0.0,True,Xylem Inc.,Industrials,large
SN,161.77000427246094,214618077.7809143,754,0.0,True,SharkNinja,Consumer Discretionary,mid
SW,45.970001220703125,214285246.41723633,1255,0.0,True,Smurfit Westrock,Materials,large
IRM,122.31999969482422,214072248.21014404,1255,0.0,True,Iron Mountain,Real Estate,large
TYL,309.6000061035156,213147350.77819824,1255,0.0,True,Tyler Technologies,Information Technology,large
DECK,96.87999725341797,212459333.203125,1255,0.0,True,Deckers Brands,Consumer Discretionary,large
TROW,111.75,211659175.4486084,1255,0.0,True,T. Rowe Price,Financials,large
LVS,48.88999938964844,211623339.3688202,1255,0.0,True,Las Vegas Sands,Consumer Discretionary,large
VICR,207.3699951171875,211216722.63183594,1255,0.0,True,Vicor Corporation,Industrials,mid
KTOS,46.599998474121094,210896783.6177826,1255,0.0,True,Kratos Defense & Security Solutions,Industrials,mid
PPG,110.5199966430664,210248469.2718506,1255,0.0,True,PPG Industries,Materials,large
FDS,263.20001220703125,209567801.39160156,1255,0.0,True,FactSet,Financials,large
BIIB,202.9499969482422,208069893.88427734,1255,0.0,True,Biogen,Health Care,large
LII,415.8800048828125,207227039.79492188,1255,0.0,True,Lennox International,Industrials,large
CAG,14.510000228881836,206475623.27957153,1255,0.0,True,Conagra Brands,Consumer Staples,small
RRX,205.22999572753906,205401969.4519043,1255,0.0,True,Regal Rexnord,Industrials,mid
DY,401.07000732421875,204968364.6911621,1255,0.0,True,Dycom Industries,Industrials,mid
GWRE,151.94000244140625,204710138.28125,1255,0.0,True,Guidewire Software,Information Technology,mid
RJF,175.97999572753906,204429753.68499756,1255,0.0,True,Raymond James Financial,Financials,large
ELF,82.88999938964844,202851948.21357727,1255,0.0,True,e.l.f. Beauty,Consumer Staples,mid
P,77.16999816894531,202615237.7090454,1255,0.0,True,Everpure,Information Technology,mid
FE,48.310001373291016,202529988.6528015,1255,0.0,True,FirstEnergy,Utilities,large
AGX,570.4299926757812,201648082.32421875,1255,0.0,True,"Argan, Inc.",Industrials,small
AVAV,149.3699951171875,201619614.64233398,1255,0.0,True,AeroVironment,Industrials,mid
ACGL,100.52999877929688,201515156.1126709,1255,0.0,True,Arch Capital Group,Financials,large
HST,25.1299991607666,199398150.0,1255,0.0,True,Host Hotels & Resorts,Real Estate,large
DT,44.31999969482422,199045276.04599,1255,0.0,True,Dynatrace,Information Technology,mid
DOV,204.6199951171875,198585557.1044922,1255,0.0,True,Dover Corporation,Industrials,large
PTC,137.1999969482422,198488349.00665283,1255,0.0,True,PTC Inc.,Information Technology,large
ROL,37.970001220703125,197792894.88105774,1255,0.0,True,"Rollins, Inc.",Industrials,large
DTE,141.8699951171875,197697107.37304688,1255,0.0,True,DTE Energy,Utilities,large
CLF,11.520000457763672,197592127.75554657,1255,0.0,True,Cleveland-Cliffs,Materials,mid
BROS,65.83000183105469,197381748.12698364,1224,0.0,True,Dutch Bros Inc.,Consumer Discretionary,mid
PENG,52.630001068115234,196789135.36720276,1255,0.0,True,"Penguin Solutions, Inc.",Information Technology,small
APA,37.31999969482422,196719344.08950806,1255,0.0,True,APA Corporation,Energy,large
NI,44.43000030517578,196563817.3828125,1255,0.0,True,NiSource,Utilities,large
BG,106.2300033569336,196259741.7175293,1255,0.0,True,Bunge Global,Consumer Staples,large
CPAY,382.1099853515625,195882480.28564453,1255,0.0,True,Corpay,Financials,large
BWA,63.7400016784668,195368650.0694275,1255,0.0,True,BorgWarner,Consumer Discretionary,mid
IT,151.02000427246094,194343639.64233398,1255,0.0,True,Gartner,Information Technology,large
TDY,655.5700073242188,194306763.69628906,1255,0.0,True,Teledyne Technologies,Information Technology,large
MOH,195.6199951171875,193639080.5480957,1255,0.0,True,Molina Healthcare,Health Care,mid
PRU,122.08000183105469,193613885.17456055,1255,0.0,True,Prudential Financial,Financials,large
IP,40.83000183105469,193171949.6520996,1255,0.0,True,International Paper,Materials,large
TECH,72.08999633789062,191501858.74328613,1255,0.0,True,Bio-Techne,Health Care,large
ETSY,81.68000030517578,190982909.43603516,1255,0.0,True,Etsy,Consumer Discretionary,small
FORM,106.19999694824219,189699598.43444824,1255,0.0,True,"FormFactor, Inc.",Information Technology,small
CHWY,22.600000381469727,189417138.14544678,1255,0.0,True,Chewy,Consumer Discretionary,mid
JAZZ,252.86000061035156,188307347.55859375,1255,0.0,True,Jazz Pharmaceuticals,Health Care,mid
SNX,255.6999969482422,187169858.58917236,1255,0.0,True,TD Synnex,Information Technology,mid
LYFT,15.859999656677246,186509821.00219727,1255,0.0,True,"Lyft, Inc.",Industrials,small
LNT,70.77999877929688,185872504.54101562,1255,0.0,True,Alliant Energy,Utilities,large
BR,153.9499969482422,185540350.48828125,1255,0.0,True,Broadridge Financial Solutions,Industrials,large
PR,21.309999465942383,185234104.57611084,1255,0.0,True,Permian Resources,Energy,mid
NBIX,166.8000030517578,184860042.8375244,1255,0.0,True,Neurocrine Biosciences,Health Care,mid
ZBH,93.93000030517578,184735742.5415039,1255,0.0,True,Zimmer Biomet,Health Care,large
DD,137.0,184676652.64587402,1255,0.0,True,DuPont,Materials,large
MOS,22.1200008392334,184593672.1643448,1255,0.0,True,Mosaic Company (The),Materials,large
OVV,62.459999084472656,184478602.49328613,1255,0.0,True,Ovintiv,Energy,mid
SANM,185.55999755859375,184185478.21044922,1255,0.0,True,Sanmina Corporation,Information Technology,mid
TSN,57.959999084472656,184067112.5026703,1255,0.0,True,Tyson Foods,Consumer Staples,large
JKHY,154.0399932861328,184043580.13916016,1255,0.0,True,Jack Henry & Associates,Financials,large
BRO,70.4000015258789,183855745.8984375,1255,0.0,True,Brown & Brown,Financials,large
TXRH,205.44000244140625,183830969.86083984,1255,0.0,True,Texas Roadhouse,Consumer Discretionary,mid
EQR,66.44999694824219,183422093.85986328,1255,0.0,True,Equity Residential,Real Estate,large
MKC,50.900001525878906,183373785.05592346,1255,0.0,True,McCormick & Company,Consumer Staples,large
GRMN,293.7799987792969,181979853.62548828,1255,0.0,True,Garmin,Consumer Discretionary,large
GDDY,82.73999786376953,181444803.77197266,1255,0.0,True,GoDaddy,Information Technology,large
AEE,109.61000061035156,180999389.4996643,1255,0.0,True,Ameren,Utilities,large
NTNX,59.0099983215332,180669377.66571045,1255,0.0,True,Nutanix,Information Technology,mid
DINO,91.47000122070312,180166295.2102661,1255,0.0,True,HF Sinclair,Energy,mid
EXPD,167.88999938964844,179749522.68218994,1255,0.0,True,Expeditors International,Industrials,large
SGI,65.33000183105469,178217050.55236816,1255,0.0,True,Somnigroup International,Consumer Discretionary,mid
CW,724.0,177623013.4765625,1255,0.0,True,Curtiss-Wright,Industrials,mid
BJ,97.77999877929688,176840454.43267822,1255,0.0,True,BJ's Wholesale Club,Consumer Staples,mid
WTW,335.9200134277344,176118740.22216797,1255,0.0,True,Willis Towers Watson,Financials,large
GPC,124.37000274658203,175590326.0131836,1255,0.0,True,Genuine Parts Company,Consumer Discretionary,large
CHD,98.80999755859375,175523296.3371277,1255,0.0,True,Church & Dwight,Consumer Staples,large
AVB,185.61000061035156,175157507.2631836,1255,0.0,True,AvalonBay Communities,Real Estate,large
VLTO,94.16999816894531,174792599.5941162,708,0.0,True,Veralto,Industrials,large
APTV,56.470001220703125,174514311.83166504,1255,0.0,True,Aptiv,Consumer Discretionary,large
CART,44.599998474121094,173924814.25094604,719,0.0,True,Maplebear Inc.,Consumer Staples,mid
CRL,232.50999450683594,173730117.2241211,1255,0.0,True,Charles River Laboratories,Health Care,large
WING,129.49000549316406,173572686.0748291,1255,0.0,True,Wingstop,Consumer Discretionary,mid
ES,71.58999633789062,173533138.95492554,1255,0.0,True,Eversource Energy,Utilities,large
SEI,51.40999984741211,173317348.80065918,1255,0.0,True,"Solaris Energy Infrastructure, Inc.",Energy,small
VSAT,76.93000030517578,172997299.01733398,1255,0.0,True,"Viasat, Inc.",Information Technology,small
NVR,6147.0498046875,172518385.25390625,1255,0.0,True,"NVR, Inc.",Consumer Discretionary,large
BLDR,66.44000244140625,171978538.27972412,1255,0.0,True,Builders FirstSource,Industrials,large
POWL,208.67999267578125,171500995.22705078,1255,0.0,True,"Powell Industries, Inc.",Industrials,small
FTV,59.209999084472656,170954680.8719635,1255,0.0,True,Fortive,Industrials,large
SJM,119.26000213623047,170875222.8302002,1255,0.0,True,J.M. Smucker Company (The),Consumer Staples,large
SBAC,180.97999572753906,170348809.60235596,1255,0.0,True,SBA Communications,Real Estate,large
STE,228.39999389648438,169894032.94830322,1255,0.0,True,Steris,Health Care,large
INCY,119.5199966430664,169876735.3340149,1255,0.0,True,Incyte,Health Care,large
DGX,233.00999450683594,169264026.08947754,1255,0.0,True,Quest Diagnostics,Health Care,large
BWXT,168.6999969482422,168987763.42468262,1255,0.0,True,BWX Technologies,Industrials,mid
COO,72.31999969482422,168957087.15019226,1255,0.0,True,Cooper Companies (The),Health Care,large
ALGN,169.16000366210938,168799411.8713379,1255,0.0,True,Align Technology,Health Care,large
EVRG,83.01000213623047,168455352.36587524,1255,0.0,True,Evergy,Utilities,large
LH,309.20001220703125,167805899.36523438,1255,0.0,True,Labcorp,Health Care,large
DVA,240.08999633789062,167346724.66278076,1255,0.0,True,DaVita,Health Care,large
BTSG,59.709999084472656,166427512.4420166,630,0.0,True,BrightSpring Health Services,Health Care,mid
EIX,73.37000274658203,165791363.3026123,1255,0.0,True,Edison International,Utilities,large
MAS,71.4800033569336,165670063.20343018,1255,0.0,True,Masco,Industrials,large
PNR,65.44000244140625,164978598.72436523,1255,0.0,True,Pentair,Industrials,large
DOCU,54.83000183105469,164370205.52597046,1255,0.0,True,Docusign,Information Technology,mid
DUOL,134.80999755859375,164342569.53048706,1255,0.0,True,Duolingo,Consumer Discretionary,mid
SFM,87.16000366210938,164026573.1124878,1255,0.0,True,Sprouts Farmers Market,Consumer Staples,mid
AR,36.13999938964844,163750217.2531128,1255,0.0,True,Antero Resources,Energy,mid
NTRS,182.19000244140625,163668248.17199707,1255,0.0,True,Northern Trust,Financials,large
DAVE,372.69000244140625,163320931.41174316,1255,0.0,True,"Dave, Inc.",Financials,small
POOL,185.7100067138672,163061546.34094238,1255,0.0,True,Pool Corporation,Consumer Discretionary,small
LDOS,115.5999984741211,162542647.90344238,1255,0.0,True,Leidos,Industrials,large
ITT,195.97999572753906,162040969.71435547,1255,0.0,True,ITT Inc.,Industrials,mid
PFGC,114.38999938964844,161795335.93673706,1255,0.0,True,Performance Food Group,Consumer Staples,mid
PRIM,84.41000366210938,160852553.4286499,1255,0.0,True,Primoris Services Corporation,Industrials,small
MUSA,607.760009765625,160835007.94067383,1255,0.0,True,Murphy USA,Consumer Discretionary,mid
TRU,78.62000274658203,160368822.52807617,1255,0.0,True,TransUnion,Industrials,mid
ROIV,33.90999984741211,159359200.856781,1255,0.0,True,Roivant Sciences,Health Care,mid
SAIA,347.6300048828125,159345417.57202148,1255,0.0,True,Saia,Industrials,mid
MGM,44.56999969482422,155264195.37506104,1255,0.0,True,MGM Resorts,Consumer Discretionary,large
ALLE,157.39999389648438,154849101.2878418,1255,0.0,True,Allegion,Industrials,large
UHS,168.44000244140625,154039265.28320312,1255,0.0,True,Universal Health Services,Health Care,large
ESI,36.72999954223633,153245446.244812,1255,0.0,True,Element Solutions,Materials,small
INVH,29.719999313354492,153244677.6123047,1255,0.0,True,Invitation Homes,Real Estate,large
VTRS,17.559999465942383,152376505.5656433,1255,0.0,True,Viatris,Health Care,large
EXR,148.0399932861328,152307696.26312256,1255,0.0,True,Extra Space Storage,Real Estate,large
TRMB,56.58000183105469,151971938.3972168,1255,0.0,True,Trimble Inc.,Information Technology,large
CYTK,77.12999725341797,151469315.18554688,1255,0.0,True,Cytokinetics,Health Care,mid
EAT,213.6999969482422,151327969.36798096,1255,0.0,True,"Brinker International, Inc.",Consumer Discretionary,small
TOL,145.88999938964844,150144895.81451416,1255,0.0,True,Toll Brothers,Consumer Discretionary,mid
RGLD,198.35000610351562,149749771.58203125,1255,0.0,True,Royal Gold,Materials,mid
MEDP,577.1099853515625,149665100.18920898,1255,0.0,True,Medpace,Health Care,mid
HAS,93.94000244140625,148794283.53424072,1255,0.0,True,Hasbro,Consumer Discretionary,large
CSL,359.9200134277344,148598149.4506836,1255,0.0,True,Carlisle Companies,Industrials,mid
CPB,21.979999542236328,147940737.50839233,1255,0.0,True,The Campbell's Company,Consumer Staples,small
H,174.05999755859375,147490452.5756836,1255,0.0,True,Hyatt,Consumer Discretionary,mid
EPAM,105.55999755859375,146829887.1826172,1255,0.0,True,EPAM Systems,Information Technology,small
BAH,69.72000122070312,146508292.07382202,1255,0.0,True,Booz Allen Hamilton,Industrials,mid
NLY,22.719999313354492,146138279.96635437,1255,0.0,True,Annaly Capital Management,Financials,mid
LFUS,442.1300048828125,145800711.819458,1255,0.0,True,Littelfuse,Information Technology,mid
FLS,75.98999786376953,145480899.72457886,1255,0.0,True,Flowserve,Industrials,mid
EQH,47.650001525878906,145219220.4170227,1255,0.0,True,Equitable Holdings,Financials,mid
GAP,20.09000015258789,144451408.77685547,1255,0.0,True,Gap Inc.,Consumer Discretionary,mid
SEDG,41.20000076293945,144071170.7977295,1255,0.0,True,SolarEdge,Information Technology,small
HII,326.45001220703125,143184800.0,1255,0.0,True,Huntington Ingalls Industries,Industrials,large
GEN,27.450000762939453,143084650.82473755,1255,0.0,True,Gen Digital,Information Technology,large
ALK,47.45000076293945,142056646.27075195,1255,0.0,True,Alaska Air Group,Industrials,mid
UDR,38.15999984741211,141972525.16555786,1255,0.0,True,"UDR, Inc.",Real Estate,large
IFF,79.22000122070312,141811300.655365,1255,0.0,True,International Flavors & Fragrances,Materials,large
J,134.92999267578125,141720657.97729492,1255,0.0,True,Jacobs Solutions,Industrials,large
AMCR,44.880001068115234,141506363.28315735,1255,0.0,True,Amcor,Materials,large
EVR,320.55999755859375,141465848.8647461,1255,0.0,True,Evercore,Financials,mid
TPL,402.5799865722656,140845740.60058594,1255,0.0,True,Texas Pacific Land Corporation,Energy,large
OLLI,73.47000122070312,140827289.41955566,1255,0.0,True,Ollie's Bargain Outlet,Consumer Discretionary,mid
RGEN,141.00999450683594,140377913.9831543,1255,0.0,True,Repligen,Health Care,mid
CRBG,31.190000534057617,140328650.0,971,0.0,True,Corebridge Financial,Financials,mid
FND,57.56999969482422,139960391.25442505,1255,0.0,True,Floor & Decor,Consumer Discretionary,mid
RBC,551.3099975585938,139173694.4580078,1255,0.0,True,RBC Bearings,Industrials,mid
JBLU,6.03000020980835,138773872.8208542,1255,0.0,True,JetBlue,Industrials,small
ARMK,56.970001220703125,138603292.34924316,1255,0.0,True,Aramark,Consumer Discretionary,mid
BALL,64.9000015258789,138332715.19203186,1255,0.0,True,Ball Corporation,Materials,large
IESC,744.5399780273438,138184277.72827148,1255,0.0,True,IES Holdings,Industrials,mid
DOC,21.829999923706055,138148235.05516052,1255,0.0,True,Healthpeak Properties,Real Estate,large
ALLY,43.33000183105469,138004650.59280396,1255,0.0,True,Ally Financial,Financials,mid
MAA,132.33999633789062,136349722.06115723,1255,0.0,True,Mid-America Apartment Communities,Real Estate,large
IEX,230.4499969482422,136190359.74884033,1255,0.0,True,IDEX Corporation,Industrials,large
CLH,312.8800048828125,135803310.64453125,1255,0.0,True,Clean Harbors,Industrials,mid
CACI,497.75,135271879.59594727,1255,0.0,True,CACI International,Industrials,mid
PKG,245.83999633789062,135149692.7368164,1255,0.0,True,Packaging Corporation of America,Materials,large
WYNN,99.30999755859375,134851941.85638428,1255,0.0,True,Wynn Resorts,Consumer Discretionary,large
CG,46.02000045776367,134786211.0923767,1255,0.0,True,Carlyle Group (The),Financials,mid
LEU,176.92999267578125,134159215.17333984,1255,0.0,True,Centrus Energy Corp.,Energy,small
BEN,33.86000061035156,134115588.76457214,1255,0.0,True,Franklin Resources,Financials,large
KMX,57.2599983215332,133968077.79006958,1255,0.0,True,"CarMax, Inc.",Consumer Discretionary,small
ARWR,84.6500015258789,133934819.80133057,1255,0.0,True,Arrowhead Pharmaceuticals,Health Care,mid
HALO,82.54000091552734,133904215.44494629,1255,0.0,True,Halozyme,Health Care,mid
CGNX,65.23999786376953,133861559.33380127,1255,0.0,True,Cognex,Information Technology,mid
OC,138.89999389648438,132829674.90234375,1255,0.0,True,Owens Corning,Industrials,mid
EXEL,53.029998779296875,132029396.39282227,1255,0.0,True,Exelixis,Health Care,mid
IVZ,29.600000381469727,131896027.48966217,1255,0.0,True,Invesco,Financials,large
RVTY,112.5199966430664,131877072.6600647,1255,0.0,True,Revvity,Health Care,large
VSXY,88.68000030517578,131808597.88513184,1255,0.0,True,Victoria's Secret,Consumer Discretionary,small
GMED,78.79000091552734,131689374.43847656,1255,0.0,True,Globus Medical,Health Care,mid
WSO,309.29998779296875,131522559.11254883,1255,0.0,True,Watsco,Industrials,mid
EG,374.1499938964844,130829828.58886719,1255,0.0,True,Everest Group,Financials,large
WRB,72.54000091552734,130736103.65447998,1255,0.0,True,W. R. Berkley Corporation,Financials,large
ACMR,78.47000122070312,130732849.7428894,1255,0.0,True,"ACM Research, Inc.",Information Technology,small
DAR,60.63999938964844,129891759.77554321,1255,0.0,True,Darling Ingredients,Consumer Staples,mid
TAP,41.560001373291016,129679354.92858887,1255,0.0,True,Molson Coors Beverage Company,Consumer Staples,large
AHR,55.599998474121094,128663313.73939514,622,0.0,True,American Healthcare REIT,Real Estate,mid
BAX,26.15999984741211,127926959.69924927,1255,0.0,True,Baxter International,Health Care,large
NYT,74.88999938964844,127568812.0803833,1255,0.0,True,New York Times Company,Communication Services,mid
CROX,128.00999450683594,127094354.80957031,1255,0.0,True,Crocs,Consumer Discretionary,mid
